Probe	ProbeChromosome	ProbecM	Probebp
Contig11162_at	5	41.8055555556	50220000
Contig11163_at	unknown	unknown	unknown
Contig11164_at	unknown	unknown	unknown
Contig11168_at	unknown	unknown	unknown
Contig11175_s_at	7	124.575070822	578735280
Contig11176_at	1	47.2379603399	83776880
Contig11177_at	4	57.507082153	433835080
Contig11178_at	5	47.2222222222	330083040
Contig11179_at	5	152.361111111	537176680
Contig11182_at	2	57.4362606232	404303240
Contig11184_at	5	157.361111111	541555120
Contig11185_s_at	7	49.2209631728	66786400
Contig11187_at	unknown	unknown	unknown
Contig11191_at	unknown	unknown	unknown
Contig11193_s_at	unknown	unknown	unknown
Contig11195_at	unknown	unknown	unknown
Contig11203_at	unknown	unknown	unknown
Contig11205_at	5	80.3472222222	445226960
Contig11207_at	unknown	unknown	unknown
Contig11209_at	3	103.364022663	500131680
Contig11212_at	2	82.507082153	532262560
Contig11213_at	unknown	unknown	unknown
Contig11216_at	1	125.991501416	456083160
Contig11218_at	unknown	unknown	unknown
Contig11219_at	3	109.01203966	510061600
Contig11220_s_at	unknown	unknown	unknown
Contig11224_at	unknown	unknown	unknown
Contig11227_at	unknown	unknown	unknown
Contig11228_at	unknown	unknown	unknown
Contig11229_at	2	56.3739376771	316847280
Contig11232_at	2	57.5306893295	414605160
Contig11234_at	5	43.9583333333	73462560
Contig11235_at	6	116.147308782	529245640
Contig11237_at	2	76.0623229462	518715560
Contig11240_at	3	40.6515580737	38774800
Contig11241_at	2	57.4362606232	406747280
Contig11243_at	unknown	unknown	unknown
Contig11245_at	unknown	unknown	unknown
Contig11247_at	7	140.625	598967120
Contig11248_at	unknown	unknown	unknown
Contig11250_s_at	1	58.888101983	341875440
Contig11251_at	unknown	unknown	unknown
Contig11252_at	7	132.223796034	591205960
Contig11254_at	1	49.0793201133	266246600
Contig11258_at	unknown	unknown	unknown
Contig11259_at	5	17.5694444444	10502800
Contig1125_x_at	3	51.4164305949	202830520
Contig11261_at	2	123.937677054	598381840
Contig11262_at	7	91.9263456091	536131360
Contig11265_at	unknown	unknown	unknown
Contig11268_at	6	52.1954674221	96129760
Contig11270_at	unknown	unknown	unknown
Contig11272_at	6	55.3824362606	296284360
Contig11273_at	unknown	unknown	unknown
Contig11280_at	5	167.916666667	552245160
Contig11282_at	1	76.8413597734	398837320
Contig11284_at	unknown	unknown	unknown
Contig11285_at	unknown	unknown	unknown
Contig11291_s_at	unknown	unknown	unknown
Contig11292_at	unknown	unknown	unknown
Contig11293_at	unknown	unknown	unknown
Contig11298_at	unknown	unknown	unknown
Contig11299_at	unknown	unknown	unknown
Contig11301_at	unknown	unknown	unknown
Contig11306_at	unknown	unknown	unknown
Contig11308_at	5	131.666666667	506583400
Contig11310_at	unknown	unknown	unknown
Contig11312_at	unknown	unknown	unknown
Contig11313_at	3	49.2917847025	130433120
Contig11315_at	2	2.1246458924	1501640
Contig11317_at	unknown	unknown	unknown
Contig11318_at	7	75.2124645892	456718040
Contig11321_at	5	90.6560283688	456946200
Contig11322_at	unknown	unknown	unknown
Contig11324_at	unknown	unknown	unknown
Contig11328_at	2	137.126219704	611518400
Contig11329_at	3	51.6288951841	332333640
Contig11330_at	unknown	unknown	unknown
Contig11335_s_at	unknown	unknown	unknown
Contig11337_at	4	54.0368271955	369040120
Contig11338_at	unknown	unknown	unknown
Contig11340_at	unknown	unknown	unknown
Contig11344_s_at	2	59.4900849858	455191600
Contig11349_at	unknown	unknown	unknown
Contig11352_at	unknown	unknown	unknown
Contig11353_at	4	22.2379603399	16405200
Contig11355_s_at	unknown	unknown	unknown
Contig11356_at	4	50.9915014164	117069640
Contig11358_at	unknown	unknown	unknown
Contig11359_at	7	38.8554911391	49804600
Contig11361_at	unknown	unknown	unknown
Contig11363_at	unknown	unknown	unknown
Contig11366_at	2	55.5417847025	196210160
Contig11368_at	1	103.824362606	434515840
Contig11369_at	unknown	unknown	unknown
Contig11371_at	unknown	unknown	unknown
Contig11372_at	unknown	unknown	unknown
Contig11373_at	1	46.7067988669	66333800
Contig11374_at	unknown	unknown	unknown
Contig11375_at	unknown	unknown	unknown
Contig11378_at	3	57.507082153	407217240
Contig11380_at	7	129.390934844	588298160
Contig11381_at	unknown	unknown	unknown
Contig11383_at	5	136.111111111	510643160
Contig11384_at	unknown	unknown	unknown
Contig11386_s_at	3	46.1756373938	70450600
Contig11388_at	unknown	unknown	unknown
Contig11390_at	4	28.1161473088	24337480
Contig11391_at	unknown	unknown	unknown
Contig11392_at	unknown	unknown	unknown
Contig1139_s_at	unknown	unknown	unknown
Contig11402_s_at	7	119.688385269	570333040
Contig11403_at	unknown	unknown	unknown
Contig11405_at	2	67.492917847	488447160
Contig11406_at	6	55.276203966	276233560
Contig11408_at	unknown	unknown	unknown
Contig11410_at	1	50.0531161473	276412120
Contig11411_at	unknown	unknown	unknown
Contig11415_at	7	65.1203966005	115948680
Contig11417_at	unknown	unknown	unknown
Contig11418_at	unknown	unknown	unknown
Contig11421_at	2	50.0708215297	71239240
Contig11423_at	3	111.274787535	511570680
Contig11424_at	unknown	unknown	unknown
Contig11426_at	3	70.3257790368	455108520
Contig11428_at	unknown	unknown	unknown
Contig11440_s_at	unknown	unknown	unknown
Contig11443_at	5	43.9583333333	72469320
Contig11444_at	unknown	unknown	unknown
Contig11445_at	unknown	unknown	unknown
Contig11446_at	unknown	unknown	unknown
Contig11450_at	unknown	unknown	unknown
Contig11452_at	unknown	unknown	unknown
Contig11454_at	unknown	unknown	unknown
Contig11455_at	unknown	unknown	unknown
Contig11456_at	unknown	unknown	unknown
Contig11458_at	unknown	unknown	unknown
Contig11463_s_at	7	78.1161473088	508246240
Contig11464_at	7	69.2634560907	183114520
Contig11466_at	unknown	unknown	unknown
Contig11467_at	2	92.7407932011	557060080
Contig11468_s_at	5	168.541666667	554571400
Contig11470_at	7	140.864022663	601156960
Contig11471_at	4	97.6628895184	516219440
Contig11474_at	unknown	unknown	unknown
Contig11475_at	6	49.150141643	59079800
Contig11479_s_at	unknown	unknown	unknown
Contig11480_at	unknown	unknown	unknown
Contig11481_at	7	22.8753541077	27294880
Contig11483_at	unknown	unknown	unknown
Contig11487_at	4	51.9121813031	327488960
Contig11489_at	3	67.9886685553	449336320
Contig11493_at	2	56.5155807365	361122720
Contig11494_at	unknown	unknown	unknown
Contig11498_at	2	62.4645892351	473605600
Contig11499_at	unknown	unknown	unknown
Contig11500_at	unknown	unknown	unknown
Contig11501_at	unknown	unknown	unknown
Contig11505_at	3	104.320113314	503828120
Contig11506_at	unknown	unknown	unknown
Contig11508_s_at	3	139.589235127	544891960
Contig11509_at	unknown	unknown	unknown
Contig11510_at	unknown	unknown	unknown
Contig11511_at	5	34.0972222222	24106840
Contig11515_at	unknown	unknown	unknown
Contig11517_at	unknown	unknown	unknown
Contig11519_at	3	59.9150141643	423494720
Contig11520_at	unknown	unknown	unknown
Contig11522_at	1	57.2946175637	323687120
Contig11529_at	5	50.0810185185	383948640
Contig11530_at	unknown	unknown	unknown
Contig11531_at	unknown	unknown	unknown
Contig11533_at	unknown	unknown	unknown
Contig11535_at	unknown	unknown	unknown
Contig11538_at	7	109.915014164	561827880
Contig11539_at	unknown	unknown	unknown
Contig11542_at	6	17.7053824363	15111880
Contig11545_at	unknown	unknown	unknown
Contig11546_at	1	51.1755258638	285603000
Contig11550_s_at	3	90.0141643059	486616920
Contig11551_at	6	52.5495750708	107583640
Contig11552_at	6	60.1983002833	396064680
Contig11553_at	unknown	unknown	unknown
Contig11554_at	3	3.1161473088	5224120
Contig11556_s_at	unknown	unknown	unknown
Contig11557_at	unknown	unknown	unknown
Contig11560_at	unknown	unknown	unknown
Contig11561_at	1	106.161473088	436546960
Contig11562_at	unknown	unknown	unknown
Contig11564_at	unknown	unknown	unknown
Contig11568_at	5	118.680555556	488540160
Contig11570_at	7	25.8852691219	33545720
Contig11572_at	unknown	unknown	unknown
Contig11574_at	unknown	unknown	unknown
Contig11576_at	5	50.7291666667	385630080
Contig11577_at	unknown	unknown	unknown
Contig11582_at	6	75.4957507082	490541520
Contig11583_at	7	76.5580736544	468529040
Contig11584_at	unknown	unknown	unknown
Contig11587_at	unknown	unknown	unknown
Contig11589_at	unknown	unknown	unknown
Contig11591_at	3	84.38503305	477422320
Contig11597_at	unknown	unknown	unknown
Contig11598_at	unknown	unknown	unknown
Contig11601_at	4	91.2889518414	510124840
Contig11604_at	unknown	unknown	unknown
Contig11605_at	4	81.4695467422	501801960
Contig11606_at	2	114.235127479	588817720
Contig11607_at	unknown	unknown	unknown
Contig11617_at	unknown	unknown	unknown
Contig11619_at	unknown	unknown	unknown
Contig11623_at	unknown	unknown	unknown
Contig11626_at	unknown	unknown	unknown
Contig11628_at	unknown	unknown	unknown
Contig11631_at	7	97.0963172805	540653640
Contig11632_at	5	47.6311728395	342853800
Contig11633_at	5	44.2361111111	235053160
Contig11636_at	6	56.4093484419	348583840
Contig11640_at	unknown	unknown	unknown
Contig11641_at	7	48.3711048159	65835320
Contig11645_at	unknown	unknown	unknown
Contig11646_at	2	92.776203966	558011160
Contig11647_at	unknown	unknown	unknown
Contig11649_at	2	72.4504249292	503937240
Contig11651_at	3	59.6317280453	420906840
Contig11655_at	unknown	unknown	unknown
Contig11656_at	5	168.541666667	554571400
Contig11659_at	unknown	unknown	unknown
Contig11660_at	unknown	unknown	unknown
Contig11661_at	unknown	unknown	unknown
Contig11662_at	3	131.657223796	534454880
Contig11665_at	2	76.0623229462	518715560
Contig11667_at	unknown	unknown	unknown
Contig11668_at	unknown	unknown	unknown
Contig11670_at	unknown	unknown	unknown
Contig11673_at	unknown	unknown	unknown
Contig11674_at	6	55.0283286119	265961400
Contig11675_s_at	unknown	unknown	unknown
Contig11677_s_at	unknown	unknown	unknown
Contig11679_at	unknown	unknown	unknown
Contig11681_at	4	25.8498583569	19379960
Contig11686_at	5	101.180555556	478581720
Contig11688_at	7	137.252124646	596001040
Contig1168_at	unknown	unknown	unknown
Contig11690_s_at	unknown	unknown	unknown
Contig11691_at	5	83.6111111111	450742480
Contig11693_at	3	155.028328612	564045000
Contig11698_at	unknown	unknown	unknown
Contig11699_at	unknown	unknown	unknown
Contig11701_at	unknown	unknown	unknown
Contig11702_at	unknown	unknown	unknown
Contig11704_at	1	88.2436260623	415096200
Contig11706_at	unknown	unknown	unknown
Contig11709_at	2	7.790368272	9557920
Contig11714_at	3	74.3893449731	461364320
Contig11720_at	3	96.4589235127	496420360
Contig11723_at	unknown	unknown	unknown
Contig11726_at	7	53.1869688386	75684640
Contig11727_at	2	26.2039660057	29089160
Contig11733_at	7	38.8101983003	48436880
Contig11736_at	unknown	unknown	unknown
Contig11739_at	unknown	unknown	unknown
Contig11741_at	3	51.6288951841	275397800
Contig11742_at	3	96.4589235127	494069320
Contig11743_at	3	46.1756373938	62438960
Contig11747_at	2	111.809490085	584655040
Contig11748_at	unknown	unknown	unknown
Contig11751_at	2	14.3767705382	18893880
Contig11752_at	unknown	unknown	unknown
Contig11754_at	3	64.8725212465	441940960
Contig11757_at	unknown	unknown	unknown
Contig11759_at	5	47.8472222222	350991920
Contig1175_s_at	2	56.4447592068	326912360
Contig11760_at	2	107.152974504	578796040
Contig11761_at	5	49.7587244284	369397240
Contig11763_s_at	5	146.111111111	528432200
Contig11765_s_at	unknown	unknown	unknown
Contig11766_at	5	84.6267361111	454028480
Contig11767_at	5	138.958333333	517375120
Contig11768_at	3	59.4546742209	414329880
Contig11769_at	unknown	unknown	unknown
Contig11770_at	6	50.3101494579	82856800
Contig11772_at	6	53.7535410765	178877440
Contig11774_at	unknown	unknown	unknown
Contig11775_at	unknown	unknown	unknown
Contig11777_at	unknown	unknown	unknown
Contig11778_at	unknown	unknown	unknown
Contig11780_at	unknown	unknown	unknown
Contig11782_s_at	unknown	unknown	unknown
Contig11783_at	3	51.6288951841	310989520
Contig11784_at	4	52.3371104816	347875800
Contig11785_at	unknown	unknown	unknown
Contig11787_at	7	70.4320113314	238621880
Contig11788_at	unknown	unknown	unknown
Contig11789_at	3	96.4235127478	493200080
Contig11792_at	7	15.3682719547	17715880
Contig11793_at	4	62.0396600566	468428600
Contig11795_at	unknown	unknown	unknown
Contig11797_at	unknown	unknown	unknown
Contig11799_at	3	37.5	29738920
Contig11800_at	unknown	unknown	unknown
Contig11802_at	unknown	unknown	unknown
Contig11805_at	unknown	unknown	unknown
Contig11806_at	unknown	unknown	unknown
Contig11807_at	unknown	unknown	unknown
Contig11808_at	unknown	unknown	unknown
Contig11811_at	1	70.4851274788	381566600
Contig11812_at	unknown	unknown	unknown
Contig11814_at	unknown	unknown	unknown
Contig11815_at	2	29.3909348442	34614600
Contig11816_at	3	57.0538243626	401792240
Contig11817_at	unknown	unknown	unknown
Contig11818_at	unknown	unknown	unknown
Contig11819_s_at	2	131.633616619	603659280
Contig11826_at	6	48.6189801699	46951360
Contig11829_at	2	60.835694051	465622480
Contig11831_at	unknown	unknown	unknown
Contig11834_at	unknown	unknown	unknown
Contig11835_at	1	92.492917847	419628400
Contig11836_at	unknown	unknown	unknown
Contig11839_at	unknown	unknown	unknown
Contig11840_s_at	unknown	unknown	unknown
Contig11842_at	unknown	unknown	unknown
Contig11845_at	unknown	unknown	unknown
Contig11852_at	3	76.0977337111	469549560
Contig11853_at	2	89.8016997167	543049320
Contig11854_at	1	48.0878186969	156320600
Contig11855_at	4	47.1671388102	48539800
Contig11856_at	unknown	unknown	unknown
Contig11858_s_at	unknown	unknown	unknown
Contig11866_at	6	57.7195467422	359998040
Contig1186_s_at	unknown	unknown	unknown
Contig11870_at	unknown	unknown	unknown
Contig11872_at	6	55.6657223796	331507800
Contig11876_at	4	49.8583569405	65129760
Contig11880_at	3	12.1104815864	10861160
Contig11881_at	unknown	unknown	unknown
Contig11883_at	1	130.736543909	460700920
Contig11884_at	unknown	unknown	unknown
Contig11886_s_at	unknown	unknown	unknown
Contig11887_at	unknown	unknown	unknown
Contig11888_at	4	59.6317280453	445690720
Contig11889_at	5	47.8819444444	351531320
Contig1188_s_at	5	44.5138888889	285128080
Contig11890_at	unknown	unknown	unknown
Contig11891_at	unknown	unknown	unknown
Contig11892_at	3	74.7145124537	461934720
Contig11894_at	3	46.1756373938	62438960
Contig11895_at	7	67.36898017	132176560
Contig11896_at	7	68.4135977337	178610840
Contig11902_at	3	114.646172089	516169840
Contig11904_at	unknown	unknown	unknown
Contig11906_at	unknown	unknown	unknown
Contig11912_at	unknown	unknown	unknown
Contig11913_at	1	48.0878186969	143088560
Contig11915_at	5	47.2222222222	325068480
Contig11916_at	3	74.7145124537	461934720
Contig11917_at	unknown	unknown	unknown
Contig11918_at	6	60.6232294618	413168000
Contig11921_at	unknown	unknown	unknown
Contig11922_at	7	109.915014164	561827880
Contig11923_at	2	132.577903683	603659280
Contig11924_at	unknown	unknown	unknown
Contig11925_at	unknown	unknown	unknown
Contig11926_s_at	unknown	unknown	unknown
Contig11928_at	unknown	unknown	unknown
Contig11929_at	unknown	unknown	unknown
Contig1192_s_at	5	44.2361111111	98923480
Contig11930_at	unknown	unknown	unknown
Contig11935_at	2	55.966713881	287650240
Contig11937_at	2	55.4296506138	161424440
Contig11939_at	unknown	unknown	unknown
Contig11942_at	7	54.8158640227	81041440
Contig11943_at	unknown	unknown	unknown
Contig11944_at	unknown	unknown	unknown
Contig11948_at	unknown	unknown	unknown
Contig11950_at	unknown	unknown	unknown
Contig11951_at	2	55.3824362606	161424440
Contig11952_at	3	57.507082153	407217240
Contig11953_at	3	78.2932011332	474862960
Contig11957_at	unknown	unknown	unknown
Contig1195_at	unknown	unknown	unknown
Contig11960_at	7	102.195467422	550972920
Contig11961_at	3	11.5439093484	10439560
Contig11963_s_at	2	7.2769121813	7932280
Contig11964_at	unknown	unknown	unknown
Contig11965_at	unknown	unknown	unknown
Contig11966_at	2	57.5779036827	414605160
Contig11968_at	unknown	unknown	unknown
Contig11969_at	unknown	unknown	unknown
Contig11971_at	3	98.2294617564	499289720
Contig11972_at	1	100.07082153	430162200
Contig11973_at	unknown	unknown	unknown
Contig11975_at	unknown	unknown	unknown
Contig11977_at	7	63.9518413598	108338800
Contig11978_at	unknown	unknown	unknown
Contig11980_at	unknown	unknown	unknown
Contig11981_at	unknown	unknown	unknown
Contig11982_at	5	122.430555556	495330400
Contig11983_at	6	52.1954674221	96129760
Contig11984_at	unknown	unknown	unknown
Contig11985_at	unknown	unknown	unknown
Contig11988_at	unknown	unknown	unknown
Contig11989_at	7	70.9631728045	393099840
Contig11990_at	1	48.5127478754	242251360
Contig11993_at	unknown	unknown	unknown
Contig11994_at	unknown	unknown	unknown
Contig11996_s_at	7	12.7478753541	13155160
Contig11997_at	3	68.2365439094	452986880
Contig11998_at	2	60.9865747014	470095160
Contig11999_at	unknown	unknown	unknown
Contig12000_at	unknown	unknown	unknown
Contig12001_at	unknown	unknown	unknown
Contig12003_at	unknown	unknown	unknown
Contig12004_at	unknown	unknown	unknown
Contig12005_at	5	48.1944444444	352791160
Contig12007_s_at	4	73.6543909348	490093880
Contig12014_at	4	51.2039660057	200803120
Contig12017_at	7	67.2273371105	126824720
Contig12019_at	1	92.8824362606	421050680
Contig12022_at	4	51.2039660057	166890360
Contig12023_at	7	62.1813031161	97034960
Contig12024_at	unknown	unknown	unknown
Contig12026_at	unknown	unknown	unknown
Contig12027_at	unknown	unknown	unknown
Contig12028_at	unknown	unknown	unknown
Contig12030_at	6	88.7393767705	507643600
Contig12033_at	2	53.5233711048	113128920
Contig12035_at	unknown	unknown	unknown
Contig12037_at	6	56.4093484419	343799920
Contig12038_at	5	44.5138888889	285128080
Contig12039_at	unknown	unknown	unknown
Contig1203_at	unknown	unknown	unknown
Contig12040_at	4	57.2946175637	429465320
Contig12042_s_at	3	44.2634560907	41936800
Contig12043_at	7	103.541076487	552790760
Contig12046_at	5	139.826388889	517375120
Contig12050_at	6	50.8498583569	84084400
Contig12054_at	unknown	unknown	unknown
Contig12056_at	7	97.0963172805	540653640
Contig12060_at	4	35.1274787535	31341000
Contig12061_at	1	79.6742209632	399745000
Contig12063_at	unknown	unknown	unknown
Contig12064_at	unknown	unknown	unknown
Contig12065_at	2	4.2492917847	5090200
Contig12066_at	unknown	unknown	unknown
Contig12069_at	unknown	unknown	unknown
Contig1206_s_at	7	69.5937490272	204524360
Contig12070_at	7	67.776203966	154729680
